717,742,732,712;0
712,715,715,707,709;0
709,715,702,706;0
706,713,705,703;0
703,709,739,698,700;0
700,704,693,697;0
697,716,686,692;0
692,697,702,693,688;0
688,690,707,695,685;0
685,698,680,680,682;0
682,687,693,686,677;0
677,680,682,691,685,674;0
674,695,669,666,670;0
670,676,659,667;0
667,671,678,666,666,666,666,666,673,678,663;0
663,674,663,659;0
659,656,649,655;0
655,667,665,650;0
650,657,673,633,647;0
647,657,642;0
642,644,644,591,68,34,179,625,711;1
711,725,761,720,711;1
711,718,737,748,705;1
705,719,741,717,714,703;1
703,705,723,789,813,713,699;1
699,731,766,713,696;1
696,741,736,693;1
693,699,744,692,692,692,692,692,698,696,705,690,693,693,693,693,703,731,689;1
689,704,688,688,688,688,718,692,685;1
685,687,757,729,682;1
682,702,737,678;1
678,695,702,674;1
674,685,723,669,669,675,673,673,673,683,704,670;1
670,689,727,692,666,666,671,671,671,671,701,699,666;1
666,669,691,715,664;1
664,670,714,729,662,659;1
659,664,683,659,656,658,656;1
656,689,659,652;1
652,674,689,654,651,648;1
648,680,672,645,645,648,648,648,655,660,643,645;1
645,674,679,641;1
641,647,672,660,637;1
637,630,476,14,30,244,715,746,717;2
717,771,781,713;2
713,719,711;2
711,709,709,709,734,726,706;2
706,732,862,701;2
701,714,728,698;2
698,730,720,694;2
694,705,700,691;2
691,735,777,688;2
688,742,684;2
684,710,692,680;2
680,692,723,677;2
677,728,684,673;2
673,739,671;2
671,757,666;2
666,670,808,685,663;2
663,675,679,660;2
660,686,659,655;2
655,696,660,651;2
651,710,710,647;2
647,678,659,643;2
643,605,92,23,220,674,711;3
711,714,771,941,1144,1196,857,658,709;3
709,711;3
711,720,711,711,711,713,733,809,1056,1357,1067,667,652,707,707,719,721,707,707,709,709,709,709,709,711,709,709,714,709,709,709,713,711,711,711,720,745,866,987,842,733,707;3
707,709,707,707,707,726,707,709,711,711,714,728,708,710;3
710,743,937,1182,1155,748,786,909,1122,726,707,707,707,709,709,715,709,709,709,728,709;3
709,714,714,709,718,715,709,711,711,716,711,713,736,820,1018,1325,1133,748,704,708,708,708,708,708,727,709;3
709,715,709,709,709,715,711,711,711,716,709,711,734,710,708,734,723,709,711,713,718,742,708,717,708,711,713,713,748,980,1109,779,706,706,714,710,706,706,709,709,709,713,711,711,711,718,709,711;3
711,714,830,1306,994,700,707;3
707,709,709,711,711,711,720,711,714,710,710,710,731,850,1224,1245,809,687,706,706,714,706,706,710,708,708,708,708,726,708,711,711,711,711,714,711,713,767,995,1223,1134,674,708;3
708,710,710,710,710,715,711,711,716,711,711,711,711,731,892,1150,996,714,707;3
707,709;3
709,711,711,711,711,708,710,710,710,710,714,767,1040,1285,834,702,706,706,706,710,706,708,708,708,708,714,711,711,711,711,731,711,711,745,745,706,711,711,711,711,725,807,1136,980,864,720,733,820,789,706,706,706,727,705,705,713,709,720,711,707,710,708,710;3
710,715,717,720,708,710,710,710,728,708,708,722,718,715,715,745,794,972,1286,1050,697,706,706,723,706,708,713,709;3
709,717,711,711,711,725,707,710,710,710,723,707,711,733,719,707,707,710,736,718,711,711,708,722,709,709,737,812,1032,1413,1515,797,706,706,722,707,717,710;3
710,712,745,704,708,708,708,717,710,710,710,710,710,715,710,710,710,714,720,710;3
710,717,802,1281,1127,950,693,707,719,709,709,709,709,729,720,710,710,715,715,711;3
711,728,723,711,721,708,711,717,711,711,715,708,711,711,711,741,978,1235,1021,693,706,711,707,707,717,717,717,713,711,711,711,711,720,711,711,713,711,711,711,716,911,1335,1037,705,707,707,714,707,718,716,716,713,713,709,714,710,710,714,712,712,712,712,712,717,722,707,725,725,711,711,729,724,711,715,710,722,726,789,735,699,711,767,788,961,1173,1167,946,693,707,712,710;3
710,721,709,709,724,728,708,745,918,1214,1227,1046,940,662,707,707,707,707,707,712,709;3
709,711,711,721,711,711,711,711,711,765,932,1306,1056,796,705,707,707,707,707,709,709,709,711;3
717,742,732,712;0
712,715,715,707,709;0
709,715,702,706;0
706,713,705,703;0
703,709,739,698,700;0
700,704,693,697;0
697,716,686,692;0
692,697,702,693,688;0
688,690,707,695,685;0
685,698,680,680,682;0
682,687,693,686,677;0
677,680,682,691,685,674;0
674,695,669,666,670;0
670,676,659,667;0
667,671,678,666,666,666,666,666,673,678,663;0
663,674,663,659;0
659,656,649,655;0
655,667,665,650;0
650,657,673,633,647;0
647,657,642;0
642,644,644,591,68,34,179,625,711;1
711,725,761,720,711;1
711,718,737,748,705;1
705,719,741,717,714,703;1
703,705,723,789,813,713,699;1
699,731,766,713,696;1
696,741,736,693;1
693,699,744,692,692,692,692,692,698,696,705,690,693,693,693,693,703,731,689;1
689,704,688,688,688,688,718,692,685;1
685,687,757,729,682;1
682,702,737,678;1
678,695,702,674;1
674,685,723,669,669,675,673,673,673,683,704,670;1
670,689,727,692,666,666,671,671,671,671,701,699,666;1
666,669,691,715,664;1
664,670,714,729,662,659;1
659,664,683,659,656,658,656;1
656,689,659,652;1
652,674,689,654,651,648;1
648,680,672,645,645,648,648,648,655,660,643,645;1
645,674,679,641;1
641,647,672,660,637;1
637,630,476,14,30,244,715,746,717;2
717,771,781,713;2
713,719,711;2
711,709,709,709,734,726,706;2
706,732,862,701;2
701,714,728,698;2
698,730,720,694;2
694,705,700,691;2
691,735,777,688;2
688,742,684;2
684,710,692,680;2
680,692,723,677;2
677,728,684,673;2
673,739,671;2
671,757,666;2
666,670,808,685,663;2
663,675,679,660;2
660,686,659,655;2
655,696,660,651;2
651,710,710,647;2
647,678,659,643;2
643,605,92,23,220,674,711;3
711,714,771,941,1144,1196,857,658,709;3
709,711;3
711,720,711,711,711,713,733,809,1056,1357,1067,667,652,707,707,719,721,707,707,709,709,709,709,709,711,709,709,714,709,709,709,713,711,711,711,720,745,866,987,842,733,707;3
707,709,707,707,707,726,707,709,711,711,714,728,708,710;3
710,743,937,1182,1155,748,786,909,1122,726,707,707,707,709,709,715,709,709,709,728,709;3
709,714,714,709,718,715,709,711,711,716,711,713,736,820,1018,1325,1133,748,704,708,708,708,708,708,727,709;3
709,715,709,709,709,715,711,711,711,716,709,711,734,710,708,734,723,709,711,713,718,742,708,717,708,711,713,713,748,980,1109,779,706,706,714,710,706,706,709,709,709,713,711,711,711,718,709,711;3
711,714,830,1306,994,700,707;3
707,709,709,711,711,711,720,711,714,710,710,710,731,850,1224,1245,809,687,706,706,714,706,706,710,708,708,708,708,726,708,711,711,711,711,714,711,713,767,995,1223,1134,674,708;3
708,710,710,710,710,715,711,711,716,711,711,711,711,731,892,1150,996,714,707;3
707,709;3
709,711,711,711,711,708,710,710,710,710,714,767,1040,1285,834,702,706,706,706,710,706,708,708,708,708,714,711,711,711,711,731,711,711,745,745,706,711,711,711,711,725,807,1136,980,864,720,733,820,789,706,706,706,727,705,705,713,709,720,711,707,710,708,710;3
710,715,717,720,708,710,710,710,728,708,708,722,718,715,715,745,794,972,1286,1050,697,706,706,723,706,708,713,709;3
709,717,711,711,711,725,707,710,710,710,723,707,711,733,719,707,707,710,736,718,711,711,708,722,709,709,737,812,1032,1413,1515,797,706,706,722,707,717,710;3
710,712,745,704,708,708,708,717,710,710,710,710,710,715,710,710,710,714,720,710;3
710,717,802,1281,1127,950,693,707,719,709,709,709,709,729,720,710,710,715,715,711;3
711,728,723,711,721,708,711,717,711,711,715,708,711,711,711,741,978,1235,1021,693,706,711,707,707,717,717,717,713,711,711,711,711,720,711,711,713,711,711,711,716,911,1335,1037,705,707,707,714,707,718,716,716,713,713,709,714,710,710,714,712,712,712,712,712,717,722,707,725,725,711,711,729,724,711,715,710,722,726,789,735,699,711,767,788,961,1173,1167,946,693,707,712,710;3
710,721,709,709,724,728,708,745,918,1214,1227,1046,940,662,707,707,707,707,707,712,709;3
709,711,711,721,711,711,711,711,711,765,932,1306,1056,796,705,707,707,707,707,709,709,709,711;3
19,74,454,736,742;0
742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742;0
742,744,754,735,738;0
738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738;0
738,750,755,726,736;0
